"Estimate"	"Std..Error"	"df"	"t.value"	"Pr...t.."
"projectscipy:typeissue_post:author_groupnonmember:year2013"	0.0646498416143342	0.0326573833438489	362872.039810884	1.97963936466181	0.0477448207921959
"projectmatplotlib:typepr_post:author_groupnonmember:year2013"	0.0621159743877965	0.0293890502011544	390688.462427618	2.11357542903366	0.0345521784124102
"projectmayavi:typepr_post:author_groupnonmember:year2013"	-0.061784460556441	0.133226886808658	480297.673149987	-0.463753691438999	0.642824434962795
"projectnumpy:typepr_post:author_groupnonmember:year2013"	0.101834354026507	0.0313297471321079	439319.228656399	3.25040459462065	0.0011524959778796
"projectpandas:typepr_post:author_groupnonmember:year2013"	0.0816280980984018	0.0282205365160704	439636.682783775	2.89250695329332	0.00382199466588375
"projectscikit-image:typepr_post:author_groupnonmember:year2013"	0.203066674063586	0.0468360169173573	450829.756226263	4.33569477997882	0.0000145331892967844
"projectscikit-learn:typepr_post:author_groupnonmember:year2013"	0.12635155710929	0.0280898718430794	415412.197616017	4.49811796277098	0.0000068576189496344
"projectscipy:typepr_post:author_groupnonmember:year2013"	0.0975617007081837	0.0313049114704477	416672.920271859	3.11649821467419	0.00183025222272034
"projectmatplotlib:typeissue_reply:author_groupnonmember:year2013"	0.173325366976739	0.0210914520903162	208384.627410087	8.21780151667788	0.00000000000000020843807422432
"projectmayavi:typeissue_reply:author_groupnonmember:year2013"	0.126755667196165	0.0621543224622221	382708.928617968	2.03937010612912	0.0414137890097457
"projectnumpy:typeissue_reply:author_groupnonmember:year2013"	0.15089331539319	0.0177975065815355	208879.780657962	8.47834019343693	0.0000000000000000229885236621307
"projectpandas:typeissue_reply:author_groupnonmember:year2013"	0.24385023254367	0.0126048114467038	114614.084519644	19.3458056532403	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000300426947021206
"projectscikit-image:typeissue_reply:author_groupnonmember:year2013"	0.151670545348187	0.0447633569813834	185407.330504286	3.38827459726188	0.000703484346848705
"projectscikit-learn:typeissue_reply:author_groupnonmember:year2013"	0.150979414268913	0.0202769731758838	151426.670493148	7.44585559981299	0.0000000000000968255868934342
"projectscipy:typeissue_reply:author_groupnonmember:year2013"	0.178161841078991	0.0224930534856574	200103.937432901	7.92074945238515	0.00000000000000237283723119771
"projectmatplotlib:typepr_reply:author_groupnonmember:year2013"	0.230913673756541	0.0221635842459317	195522.987427137	10.4186069903801	0.000000000000000000000000207069338723353
"projectmayavi:typepr_reply:author_groupnonmember:year2013"	0.344816597508967	0.107300862677184	500963.011064441	3.21354916359203	0.00131113644079521
"projectnumpy:typepr_reply:author_groupnonmember:year2013"	0.204071081464351	0.0207688856959429	258784.690659342	9.82580791535752	0.0000000000000000000000879768583452278
"projectpandas:typepr_reply:author_groupnonmember:year2013"	0.21076929088919	0.0172797586624583	178170.672707229	12.1974672798587	0.000000000000000000000000000000000330889660624085
"projectscikit-image:typepr_reply:author_groupnonmember:year2013"	0.249511738121041	0.0260459506064722	160931.069671965	9.57967485583112	0.000000000000000000000986604065267804
"projectscikit-learn:typepr_reply:author_groupnonmember:year2013"	0.26098330737474	0.0178896814702196	174490.979440894	14.5884826294527	0.0000000000000000000000000000000000000000000000035500194753013
"projectscipy:typepr_reply:author_groupnonmember:year2013"	0.224294011554282	0.0210627818621228	308902.007105327	10.648831337784	0.0000000000000000000000000178447036399611
"projectmatplotlib:typeissue_post:author_groupmember:year2014"	0.0594513104260049	0.0316489038991696	505837.838760797	1.87846348851168	0.060318361980693
"projectnumpy:typeissue_post:author_groupmember:year2014"	0.00567690519475898	0.0355704311834751	500642.575338697	0.159596187222951	0.873199247021023
"projectpandas:typeissue_post:author_groupmember:year2014"	0.0846554675023198	0.013471946225969	471539.142335994	6.28383353691949	0.000000000330611258472377
"projectscikit-image:typeissue_post:author_groupmember:year2014"	-0.0319032717147109	0.0502939743323131	498478.855406074	-0.634335865046434	0.525861946301794
"projectscikit-learn:typeissue_post:author_groupmember:year2014"	0.0251641292176477	0.030368528905173	503623.056644863	0.828625228973842	0.407316900099898
"projectscipy:typeissue_post:author_groupmember:year2014"	0.0291219362009743	0.0312660824021928	502657.540802568	0.931422614012295	0.351635444935491
"projectmatplotlib:typepr_post:author_groupmember:year2014"	0.0729599761119793	0.0201271022358931	506256.602837631	3.62496176831	0.000289032509637663
"projectmayavi:typepr_post:author_groupmember:year2014"	-0.144605647718781	0.0984518431224428	466815.396505752	-1.4687957394453	0.141888873864609
"projectnumpy:typepr_post:author_groupmember:year2014"	0.0548920453971203	0.0190189904103661	507668.389028296	2.88617030729465	0.00389977508191205
"projectpandas:typepr_post:author_groupmember:year2014"	0.0582854506170761	0.0130577318886174	463247.07995604	4.46367340930659	0.00000805853008916335
"projectscikit-image:typepr_post:author_groupmember:year2014"	0.0287340623043077	0.028486934501726	507022.643597558	1.00867512798075	0.313130945184902
"projectscikit-learn:typepr_post:author_groupmember:year2014"	0.117942726019921	0.0202310576078316	506845.049979385	5.82978548656122	0.00000000555321396414465
